firm_name,address,licenses,reg_pharma_comp_person,tooltip
GAYATRI MEDICALS - 7798568120,"VARANGAON-H.NO. 831, PLOT NO 6,STATION ROAD",RH - 3,"makarand vamanrao zope, DPH, [20828-29/02/1992]","['License: ', '20-186458 (Validity: 31/12/2021)', '20C-186459 (Validity: 31/12/2021)', '21-186460 (Validity: 31/12/2021)']"
GINENDRA AYURVEDIC - 9823474290,"BHUSAWAL-SHOP NO.1, OLD HOUSE NO.743, NEW H.NO.2/340,BAZAR WARD, OPP. JUMMA MASJID",S - 2, ,"['License: ', '20A-197080 (Validity: 22/11/2021)', '21A-21A/207 (Validity: 08/03/2012)']"
GIRIJA MEDICAL & GENERAL STORES - 9423583211,"BHUSAWAL-T.P. Scheme No.2, F.Plot No. 110/3, In a premises Girija,Hospital, Near Government Godowan, Yawal Raod, G.F.",RH - 3,"vinay madhukar chaudhari, DPH, [72338-08/07/2008]","['License: ', '20-20/2751 (Validity: 28/06/2019)', '20C-20C/1168 (Validity: 28/06/2019)', '21-21/2751 (Validity: 28/06/2019)']"
GITAI DISTRIBUTOERS - 9422224730,"BHISAWAL-ROOM NO.14, C.S.T.NO.222(1 TO3) ,PLOT NO.22,HOUSE NO.4.381, NAVIN H.NO.4804,TIMBAR MARKET",W - 2,"ajitsinh banshilal behra, BSC, [C-P-10/08/2005]","['License: ', '20B-20B/1321 (Validity: 09/08/2020)', '21B-21B/1177 (Validity: 09/08/2020)']"
GLOTEK PHARMA BHUSAWAL - 9371644203,"SAKEGAON-PLOT NO 17 GUT NO 296/1 AYODHYANAGAR,PLOT NO 17 GUT NO 296/1 AYODHYANAGAR,BHUSAWAL",WH - 3,"ganesh chandrakant chaudhari, BPH, [77121-30/07/2005]","['License: ', '20B-109821 (Validity: 22/12/2019)', '20D-109823 (Validity: 22/12/2019)', '21B-109822 (Validity: 22/12/2019)']"
GURUDATTA MEDICAL & GENERAL STORES,"SATGAON DONGRI-129,,MAIN ROD,",R - 2,"dagadu eknath wani, DPH, [16551-05/04/1989]","['License: ', '20-20/367 (Validity: 31/12/2012)', '21-21/367 (Validity: 31/12/2012)']"
GURUJ MEDICAL SHOP - 9326218588,"BHUSAWAL-SHOP NO.1, C.S.T.NO. 3292A/13,GROUND FLOOR,,TIMBAR MARKET ROAD,",RH - 3,"sanjay yadav bhagat, DPH, [43982-12/08/2015]","['License: ', '20-183573 (Validity: 31/12/2021)', '20C-183574 (Validity: 31/12/2021)', '21-183575 (Validity: 31/12/2021)']"
GURUKRUPA MEDICAL STORES - 9545528766,"BHUSAWAL-SHOP NO.1, GF, H.NO. 1/745, C.S.NO. 867B/1,,UNT MOHALLA, VITTHAL MANDIR WARD,",RH - 3,"sunil waman patil, DPH, [26831-10/12/2016]","['License: ', '20-181605 (Validity: 16/12/2021)', '20C-181607 (Validity: 16/12/2021)', '21-181606 (Validity: 16/12/2021)']"
GURUNANK MEDICALS - 9923474445,"BHUSAWAL-SHOP NO. 1, GROUND FLOOR, C.S.NO. 3105A/22/3C,,OLD HOUSE NO. 2994, NEW HOUSE NO. 5/113, JAMNER ROAD,",RH - 3,"isar giridharilal nagdev, DPH, [24987-29/12/2008]","['License: ', '20-20/545 (Validity: 28/12/2018)', '20C-20C/152 (Validity: 28/12/2018)', '21-21/545 (Validity: 28/12/2018)']"
HARI VITTHAL MEDICALAND GENERAL STORES - 8275517781,"BHIUSAWAL-PLOT NO.18, C.S.T.NO.179/2, HOUSE NO.9/2228,OPP. HOTEL PRIMIAR PRIDE, NEAR VISHNVI PLAZA",RH - 3,"shashikant surajmal agrawal, DPH, [24737-02/04/1990]","['License: ', '20-132659 (Validity: 04/11/2020)', '20C-132661 (Validity: 04/11/2020)', '21-132660 (Validity: 04/11/2020)']"
HARIOM MEDICAL & GENERAL STORES - 9923449498,"BHUSAWAL-SHOP NO.7, C.S.T. NO. 110/10/2, SHANTI COMPLEX,,SHANTI NAGAR, YAWAL ROAD,",RH - 3,"rahul kamalakar chaudhari, DPH, [54788-04/11/2000]","['License: ', '20-186427 (Validity: 31/12/2021)', '20C-186428 (Validity: 31/12/2021)', '21-186429 (Validity: 31/12/2021)']"
HERAMB AGENCIES,"BHUSAWAL-ROOM NO. 1, FIRST FLOOR, C.S.NO. 38/53, OLD HOUSE NO. 1276/6,NEW HOUSE NO. 7196/7, MAMAJI TALKIES ROAD",WH - 3,"manohar bhagwat shirode, BSC, [C-P-03/02/2007]","['License: ', '20B-20B/1409 (Validity: 22/02/2017)', '20D-20D/164 (Validity: 22/02/2017)', '21B-21B/1263 (Validity: 22/02/2017)']"
HIRA PHARMA - 8657053444,"BHUSAWAL-BHUMAPAN NO. 3105A/29A/2, GANGARAM PLOT,,BEHIND SHANTI PROVISION STORES,",RWH - 6,"yogesh hiralal chaudhari, DPH, [97094-15/04/2013]","['License: ', '20-72857 (Validity: 14/04/2018)', '20B-72859 (Validity: 14/04/2018)', '20C-72861 (Validity: 14/04/2018)', '20D-72862 (Validity: 14/04/2018)', '21-72858 (Validity: 14/04/2018)', '21B-72860 (Validity: 14/04/2018)']"
INDUSTRIAL TRADERS - 9999999999,"BHUSAWAL-54/9, NATIONAL HIGHWAY NO 6,,KHADKA SQUARE",W - 1,"ehteshan khan hanifkhan, BCO, [C-P-12/03/2003]","['License: ', '20B-20B/1203 (Validity: 11/03/2018)']"
INGALE KIRANA MEDICAL & GENERAL STORES,"TALWEL-HOUSE NO 793,MAIN RAOD",S - 2,"vikas sopan ingale, HSC, [C-P-22/09/1993]","['License: ', '20A-20A/277 (Validity: 31/12/2017)', '21A-21A/189 (Validity: 31/12/2017)']"
JAGRUTI MEDICAL & GENERAL STORES - 9823024872,"BHUSAWAL-C.S.T.NO.4435/22B,,BADRI PLOT",RH - 3,"santosh nathu bhangale, DPH, [54569-30/04/2003]","['License: ', '20-20/1507 (Validity: 29/04/2018)', '20C-20C/519 (Validity: 29/04/2018)', '21-21/1507 (Validity: 29/04/2018)']"
JAIN MEDICAL AND GENERAL STORES - 9326218588,"JALGAON-HOUSE NO 5/108, OPP. OF ASHTBHUJA TEMPLE,MAIN ROAD",RH - 3,"vikas prakash jain, DPH, [42973-27/04/1998]","['License: ', '20-178808 (Validity: 31/12/2021)', '20C-178809 (Validity: 31/12/2021)', '21-178810 (Validity: 31/12/2021)']"
JAM-JAM MEDICAL AND GENERAL STORES - 9822418318,"BHUSAWAL-SHOP NO. 39, IDGAHA COMPLEX,,FRONT OF MUSLIM COLONY, KHADKA ROAD,",RH - 3,"khan asimullah asadullah, DPH, [94624-04/11/2011]","['License: ', '20-40954 (Validity: 14/11/2021)', '20C-40956 (Validity: 14/11/2021)', '21-40955 (Validity: 14/11/2021)']"
JAY MEDICAL AND GENERAL STORES - 9999999999,"TALWEL-HOUSE NO 520, GANDHI CHOWK,MAIN ROAD",R - 2,"prashant jagannath chaudhari, DPH, [38105-22/09/1997]","['License: ', '20-20/1154 (Validity: 31/12/2017)', '21-21/1154 (Validity: 31/12/2017)']"
JAYASHRI MEDICAL AND GENERAL STORES - 9226894143,"Tal - Bhusawal-Plot No. 51, Survey No. 134, Professor Colony, Rameshwar,Nagar, Infront of Biyani English Medium School",RH - 3,"rahil khan basharatullah khan, DPH, [187940-28/07/2016]","['License: ', '20-63006 (Validity: 06/11/2017)', '20C-63008 (Validity: 06/11/2017)', '21-63007 (Validity: 06/11/2017)']"
JEEVANDAN MEDICAL STORES - 9923445008,"BHUSAWAL-HOUSE NO.7/740, S.NO.4328/A-2/1/B/2,YAWAL ROAD,",RH - 3,"shweta gajanan kasare, DPH, [177712-27/01/2016]","['License: ', '20-140805 (Validity: 11/02/2021)', '20C-140807 (Validity: 11/02/2021)', '21-140806 (Validity: 11/02/2021)']"
JIVAN JYOTI MEDICAL & GENERAL STORE - 9850256475,"BHUSAWAL-SHOP NO.7, C.S.T.NO.228/3, PLOT NO.5,,SHIRRAM NAGAR, WANJALA ROAD",R - 2,"jayesh ashok rao shirname, DPH, [62794-05/07/2004]","['License: ', '20-20/2077 (Validity: 06/07/2019)', '21-21/2077 (Validity: 06/07/2019)']"
JOGESHWARI MEDICAL AND GENERAL STORES - 8055404899,"KURHE (PANACHE)-HOUSE NO. 1218,KRANTI CHOWK",R - 2,"rahul ravindra patil, DPH, [141123-12/12/2014]","['License: ', '20-109581 (Validity: 19/12/2019)', '21-109582 (Validity: 19/12/2019)']"
JOSHI MEDICAL STORES,"BHUSAWAL-1/489, POST OFFICE ROAD,MAIN ROAD",S - 1,"matadin khairatmal joshi, SSC, [C-P-20/08/1968]","['License: ', '20A-20A/1180 (Validity: 31/12/2016)']"
KABRA MEDICAL & GENERAL STORES - 9999999999,"BHUSAWAL-SHOP NO.5,YAWAL RAOD",RH - 3,"prathamesh rajesh kabra, DPH, [71774-01/10/2005]","['License: ', '20-20/102 (Validity: 31/12/2017)', '20C-20C/92 (Validity: 31/12/2017)', '21-21/102 (Validity: 31/12/2017)']"
KALGIDHAR SURGICALS - 9021828292,"Bhuswal-New Satara File, Opp. Bharat Nagar, H.No. 6/296, Dagdi Pull,,Mamaji Talkies Road, C.S.No. 3822/1A",W - 2,"pawan sumerdas mehera, BSC, [C-P-20/09/2012]","['License: ', '20B-61157 (Validity: 09/10/2017)', '21B-61158 (Validity: 09/10/2017)']"
KAMAL MEDICAL & GENERAL STORES - 9823183088,"BHUSAWAL-HOUSE NO.5/4, C.S.T.NO.142/A/1,,NEAR NEW ENGLISH SCHOOL, JAMNER ROAD,",RH - 3,"sureshkumar shankarlal behra, DPH, [48084-24/06/1998]","['License: ', '20-186432 (Validity: 31/12/2021)', '20C-186433 (Validity: 31/12/2021)', '21-186434 (Validity: 31/12/2021)']"
KANAYA MEDICAL AND GENERAL STORES - 9370045766,"BHUSAWAL-H.NO. 9/557, BHUMAPAN NO. 139+140+172A/1+2B,,SINDHI COLONY, OPPOSITE OF HOTEL RANGOLI, JAMNER ROAD",RH - 3,"ghanshyam kanayalal ahuja, DPH, [72331-06/09/2014]","['License: ', '20-103718 (Validity: 30/09/2019)', '20C-103720 (Validity: 30/09/2019)', '21-103719 (Validity: 30/09/2019)']"
KESAV AGENCY - 9890514879,"BHUSAWAL-ROOM NO.1,DHANDEEP, C.S.T.NO.81/2, PLOT NO.3,HOUSE NO.1018, TAPI ROAD",WH - 3,"anil narayan rane, DPH, [29890-07/05/2010]","['License: ', '20B-20B/1439 (Validity: 06/05/2020)', '20D-20D/210 (Validity: 06/05/2020)', '21B-21B/1292 (Validity: 06/05/2020)']"
KOTECHA MEDICAL & GENERALSTORES - 9999999999,"BHUSAWAL-SHOP NO.72, MAHARSHI VALMIK MARKET,,TAR OFFICE ROAD,",RH - 3,"sanjaykumar anandsingh kotecha, DPH, [53033-07/05/2003]","['License: ', '20-20/1913 (Validity: 06/05/2018)', '20C-76008 (Validity: 29/05/2018)', '21-21/1913 (Validity: 06/05/2018)']"
Krishna Medical and General Stores - 8007802277,"Bhusawal-Shop No. 01, Plot No. 22, C.S.No. 3292/A, Near Pandurang,Theartre, Build. of Krishna Children Hospital, Jamner Road,",RWH - 5,"bhushan vijaysngh patil, DPH, [186623-26/03/2016]","['License: ', '20-53855 (Validity: 03/06/2017)', '20B-53857 (Validity: 03/06/2017)', '20C-53859 (Validity: 03/06/2017)', '21-53856 (Validity: 03/06/2017)', '21B-53858 (Validity: 03/06/2017)']"
KUSHAL MEDICAL AND GENERAL STORES - 9371566497,"Bhusawal-Plot No. 34-35-36, C.S.No. 206/1+2+4 to 11, Jamner Road,Road, Near Gayatri Shaktipeet,",RHX - 4,"manojkumar shankar mahajan, DPH, [53556-25/04/2013]","['License: ', '20-76260 (Validity: 11/06/2018)', '20C-76262 (Validity: 11/06/2018)', '20F-102609 (Validity: 26/08/2019)', '21-76261 (Validity: 11/06/2018)']"
LALIT ENTERPRISES - 9766642917,"BHUSAWAL-BLOCK NO.1B,&3, NISARGA PLAZA, LOD HOUSE NO.4733,,NEW HOUSE NO.4/335, NERA PANDURANG TALKIJ,",W - 2,"vijay raghunath zope, BSC, [C-P-05/07/2010]","['License: ', '20B-20B/1565 (Validity: 04/07/2020)', '21B-21B/1418 (Validity: 04/07/2020)']"
LAXMI MEDICAL & GENERAL STORES - 9422555049,"VARANGAON-GAT NO.831, PLOT NO.2, GRAMPANCHAYAT HSE NO.5245,STATION ROAD, GROUND FLOOR, SHOP NO.2,",RH - 3,"amit kumar devram pardeshi, DPH, [56571-23/07/2008]","['License: ', '20-20/2754 (Validity: 22/07/2018)', '20C-20C/1173 (Validity: 22/07/2018)', '21-21/2754 (Validity: 22/07/2018)']"
LAXMI MEDICAL & GENERAL STORES - 9999999999,"BHUSAWAL-C.S.T.NO.3111/2/1,,NEW AREA WARD, NEAR BRAMHMAN SANGH",RH - 3,"pradip devidas firke, DPH, [32194-09/12/1997]","['License: ', '20-20/1165 (Validity: 31/12/2017)', '20C-20C/387 (Validity: 31/12/2017)', '21-21/1165 (Validity: 31/12/2017)']"
LAXMI NARAYAN HOMEOPATHIC PHARMACY - 9422773148,"BHUSAWAL-PLOT NO.31, S.NO.83+84+85+116+117,TAPI NAGAR",H - 2,"nilesh jagannath bhirud, OTH, [C-P-07/08/2015]","['License: ', '20C-126668 (Validity: 18/08/2020)', '20D-126669 (Validity: 18/08/2020)']"
LIFE LINE MEDICAL & GENERAL STORE - 9420388786,"BHUSAWAL-C.S.T.NO.124/1/11+2/10,ANAND NAGAR, JAMNER ROAD",R - 2,"arif bismillah shaikh, DPH, [42245-20/07/2001]","['License: ', '20-179757 (Validity: 31/12/2021)', '21-179758 (Validity: 31/12/2021)']"
LILAI MEDICAL AND GENERAL STORES - 9403020708,"BHUSAWAL.-PLOT NO. 4, SERVE NO. 123/6B, PANDURANG WADI,,FRONT OF H.P.PETROL PUMP, JAMNER ROAD,",RH - 3,"pavan vilas barhate, DPH, [89832-14/03/2013]","['License: ', '20-71190 (Validity: 18/03/2018)', '20C-71192 (Validity: 18/03/2018)', '21-71191 (Validity: 18/03/2018)']"
LORDS ENTERPRISES - 9028133355,"BHUSAWAL-C.S.T.NO.3146,,1ST FLOOR, WEEKLY MARKET",WH - 3,"archana rajesh manwani, OTH, [C-P-28/05/2012]","['License: ', '20B-55915 (Validity: 15/07/2017)', '20D-55917 (Validity: 15/07/2017)', '21B-55916 (Validity: 15/07/2017)']"
LUCKY MEDICAL AND GENERAL STORES - 9999999999,"BHUSAWAL-C.S.T.NO 21/3/2 PLOT NO 1/PLOT NO. 2,,KHADKA ROAD",RH - 3,"patel asam najir, DPH, [118916-01/04/2012]","['License: ', '20-20/2762 (Validity: 26/08/2018)', '20C-20C/1178 (Validity: 26/08/2018)', '21-21/2762 (Validity: 26/08/2018)']"
M.D. PATEL & COMPANY,"BHUSAWAL-HOUSE NO 858, BAJAR WARD,MAIN ROAD",RH - 3,"suresh premchand patil, DPH, [6738-01/04/1995]","['License: ', '20-20/908 (Validity: 31/12/2017)', '20C-20C/290 (Validity: 31/12/2017)', '21-21/908 (Validity: 31/12/2017)']"
M.M. MEDICAL AND GENERAL STORES - 7841810041,"DIST. JALGAON-Eidgaah Complex, Khadka,Bhusaval",RH - 3, ,"['License: ', '20-121666 (Validity: 31/05/2020)', '20C-121668 (Validity: 31/05/2020)', '21-121667 (Validity: 31/05/2020)']"
M.M. MEDICALS & GENERAL STORES - 9226414927,"BHISAWAL-GAT NO.226/2A,,NORTH COLONY, CHALIS BANGLA, KANDARI SHIVAR",R - 2,"jyoti uttam ingale, DPH, [111461-01/01/2014]","['License: ', '20-20/1742 (Validity: 07/03/2017)', '21-21/1742 (Validity: 07/03/2017)']"
MAA SAPTASHRUNGI MEDICAL & GENERAL STORES - 7841810041,"Bhusawal-Timbar Market House No. 4/342, C.S. No. 3292/15/A,Bhusawal",RH - 3,"shaikh parvez shaikh aqueel, DPH, [133678-12/03/2014]","['License: ', '20-58716 (Validity: 30/08/2017)', '20C-58718 (Validity: 30/08/2017)', '21-58717 (Validity: 30/08/2017)']"
MAA SAPTSHRUNGI MEDICAL AND GENERAL STORES - 8698007999,"BHUSAWAL-SHOP NO.1, PLOT NO.342,KIRTI HOSPITAL AWAR, TIMBAR MARKET",R - 2,"jayavantrao pandharinath patil, DPH, [58439-22/12/2015]","['License: ', '20-137501 (Validity: 06/01/2021)', '21-137502 (Validity: 06/01/2021)']"
MADINA MEDICAL AND GENERAL STORES - 7385599776,"Varangaon-Shop No.1, Ghar No. 1090, C. S. No. 3054,,Nr. Gram Panchyat, Varangaon, Tal. Bhusawal",RH - 3,"aminuddin salauddin, DPH, [35485-05/12/2014]","['License: ', '20-110359 (Validity: 30/12/2019)', '20C-110361 (Validity: 30/12/2019)', '21-110360 (Validity: 30/12/2019)']"
MAHAJAN DISTRIBUTORS - 8482802416,"BHUSAWAL-HOUSE NO.10/1-1724,VIDYANAGAR, SHIV COLONY",W - 2,"ajay dasharath mahajan, DPH, [120849-26/08/2015]","['License: ', '20B-128389 (Validity: 09/09/2020)', '21B-128390 (Validity: 09/09/2020)']"
MAHAJAN MEDICAL AND GENERAL STORES - 9503254644,"BHUSAWAL-HOUSE NO 4091, C.S.NO.3784A,,OLD SATARA NEAR MAMAJI TALKIES,",RH - 3,"ramesh tekchand mahajan, DPH, [20848-21/08/1992]","['License: ', '20-174675 (Validity: 31/12/2021)', '20C-174676 (Validity: 31/12/2021)', '21-174677 (Validity: 31/12/2021)']"
MAHALAXMI MEDICAL & GENERAL STORES - 9967501978,"BHUSAWAL-SHOP NO.10, HOUSE NO.992/10, JUNA SATARA,,SW.NATAYAN PATIL MUNICIPAL MARKET,",RH - 3,"mr. sujit purushottam temkar, DPH, [144030-04/11/2015]","['License: ', '20-20/2578 (Validity: 24/06/2017)', '20C-20C/1051 (Validity: 24/06/2017)', '21-21/2578 (Validity: 24/06/2017)']"
MAHARASHTRA DRUG HOUSE - 9823346311,"BHUSAWAL-HOUSE NO.2/399, OLD SHOP NO. 2205,,BAZAR WARD,",WH - 3,"navinkumar nirmalkumar kanjolia, BSC, [C-P-12/01/2011]","['License: ', '20B-23253 (Validity: 20/01/2022)', '20D-23255 (Validity: 20/01/2022)', '21B-23254 (Validity: 20/01/2022)']"
MAHAVIR MEDICAL & GENERAL STORES - 9175343552,"STATION ROAD,A.P.VARNGAON-GUT NO.601 PLOT NO.15, GHAR NO.2768 AND 2768/1, ADITYA HOSPI,WEST-SOUTH CORNER GR.FL.SHOP, OPP. MAHAVIR KRUSHI KENDRA,",RH - 3,"priteshkumar dipakchand runwal, DPH, [75107-27/06/2005]","['License: ', '20-167155 (Validity: 09/10/2021)', '20C-167156 (Validity: 09/10/2021)', '21-167157 (Validity: 09/10/2021)']"
MAHAVIR MEDICAL & GENERAL STORES - 9422292255,"BHUSAWAL-C.S.T.NO.147/2B/1/2, HOUSE NO.5/1769/1,,HANUMAN NAGAR,",RH - 3,"atul sureshchandra tathed, DPH, [15309-07/06/2004]","['License: ', '20-20/739 (Validity: 06/06/2019)', '20C-20C/739 (Validity: 06/06/2019)', '21-21/739 (Validity: 06/06/2019)']"
MAHRSHI VYAS MEDICAL & GENERAL STORES - 9422425742,"FULGAON-SHOP NO.1, C.S.T.NO.908 , MALMATTA NO.635,,MAIN ROAD.",RH - 3,"nitin ramesh deshmukh, DPH, [66878-07/10/2004]","['License: ', '20-20/2118 (Validity: 06/10/2019)', '20C-103594 (Validity: 29/09/2019)', '21-21/2118 (Validity: 06/10/2019)']"
MAMA MEDICAL & GENERAL STORES - 9403273122,"425201-C.S.T NO.147/1/1, JAMNER ROAD,,BHUSAWAL",RH - 3,"pradip baburao pachpande, DPH, [54668-20/10/2004]","['License: ', '20-20/2109 (Validity: 19/10/2019)', '20C-75989 (Validity: 29/05/2018)', '21-21/2109 (Validity: 19/10/2019)']"
MANDAR AGROTECH - 9225131320,"SUNASGAON-GAT NO. 691,NASHIRABAD BODWAD ROAD",P - 1,"sachin dattatray chaudhari, BSC, [C-P-24/07/2015]","['License: ', 'POI-126390 (Validity: 31/12/2016)']"
MANDAR MEDICALS & GENERAL STORES - 7588407488,"BHUSAWAL-PLOT NO 15,,YAWAL ROAD",H - 1, ,"['License: ', '20C-20C/144 (Validity: 31/12/2017)']"
MANISH MEDICAL AND GENERAL STORES - 9923474448,"BHUSAWAL-SHOP NO.11&12,,NEAR VASANT THEATRE",RHX - 4,"suresh lalchand chandwani, DPH, [19070-01/04/1994]","['License: ', '20-178004 (Validity: 31/12/2021)', '20C-178005 (Validity: 31/12/2021)', '20F-20F/37 (Validity: 12/10/2020)', '21-178006 (Validity: 31/12/2021)']"
MATRUCHAYA MEDICAL & GENERAL STORES - 8275495433,"BHUSAWAL-ROOM NO.3 C.S.T.NO.124/4A, HOUSE NO.10/1429,BEHIND GURUDWARA, NAIK HOSPITAL AWAR,",R - 2,"ranjit kaur balwantsingh dhariwal, DPH, [48029-31/01/2012]","['License: ', '20-186361 (Validity: 29/12/2021)', '21-186362 (Validity: 29/12/2021)']"
MAULI MEDICAL AND GENERAL STORES - 7875556061,"FEKARI-C.S.NO. 594, HOUSE.NO.233,Gr.Floor Shop,MAHADEV MANDIR WARD,MAIN ROAD",RH - 3,"chetan krushna nemade, BPH, [100700-27/10/2016]","['License: ', '20-173022 (Validity: 15/11/2021)', '20C-173024 (Validity: 15/11/2021)', '21-173023 (Validity: 15/11/2021)']"
MAULIKRUPA MEDICAL AND GENERAL STORE - 9960623156,"Bhusawal-Shop No.01, G.F., House No.-7/334, C.S.No.3878/9,Kulkarni Plot, Behind Court, Bhusawal.",RH - 3,"sagar ravindra chaudhari, DPH, [190896-01/01/2017]","['License: ', '20-87920 (Validity: 29/12/2018)', '20C-87922 (Validity: 29/12/2018)', '21-87921 (Validity: 29/12/2018)']"
MAYA PHARMA - 7276990083,"BHUSAWAL-SERVE NO. 147/1/1, PLOT NO. 3A/2, S. NO. 5-B,,BASEMENT, NAVSHAKTI AARKED, JAMNER ROAD,",WH - 3,"nitesh suresh gurbaxani, BCO, [C-P-04/09/2014]","['License: ', '20B-104228 (Validity: 06/10/2019)', '20D-104230 (Validity: 06/10/2019)', '21B-104229 (Validity: 06/10/2019)']"
"MAYUR AGENCIES, BHUSAWAL - 9890230036","BHUSAWAL-C.S.NO. 3033/2, GHAR NO.4/67/2, SHANIMANDIR WARD,,NEAR KHALAMMA DARGAH, BHUSAWAL,",WH - 3,"manoj subhashsing rane, DPH, [55904-27/09/2005]","['License: ', '20B-20B/1330 (Validity: 16/03/2020)', '20D-125757 (Validity: 05/08/2020)', '21B-21B/1186 (Validity: 16/03/2020)']"
MAZDA MEDICAL & GENERAL STORES - 9966865646,"BHUSAWAL-SHOP NO.19 & 20 , TALMAJALA,,MINA SHOPPING COMPLEX , STATION ROAD,",RH - 3,"faradoon rusi kavina, DPH, [41728-24/09/2009]","['License: ', '20-20/2405 (Validity: 23/09/2019)', '20C-20C/912 (Validity: 23/09/2019)', '21-21/2405 (Validity: 23/09/2019)']"
MEDICVISTA PHARMA PVT. LTD. - 9595663391,"Bhusawal-Plot No. 13A, Gat No. 124/1/11+2/10,,Anand Nagar Bhusawal",W - 2,"bhushan vamanrao zambare, DPH, [129537-30/07/2012]","['License: ', '20B-56801 (Validity: 24/02/2018)', '21B-56802 (Validity: 24/02/2018)']"
MEDINATIONS - 8623827776,"Bhusawal-C.S. no.167/1/1,Plot no.3,H.No.5/ 1 / 1 / 1322,First Floor 2 Rooms,Hanuman Nagar Near T.S. Zope School,",WH - 3,"narendra chudaman rane, DPH, [18426-06/12/2016]","['License: ', '20B-178805 (Validity: 08/12/2021)', '20D-178807 (Validity: 08/12/2021)', '21B-178806 (Validity: 08/12/2021)']"
MEDISALE ENTERPRISES,"BHUSAWAL-SHOP NO.37, TALMAJALA, HOUSE NO.3/2525,SURBHI COMPLEX",W - 2,"sk. tanvir ahmad abdul rashid, BSC, [C-P-11/06/2007]","['License: ', '20B-20B/1427 (Validity: 10/06/2017)', '21B-21B/1280 (Validity: 10/06/2017)']"
METRO PHARMACEUTICALS,"KANDARI-SHOP NO.28 , 1ST FLOOR,HOUSE NO.3328,,WARD NO.2, GRAM PANCHYAT SHOPPING COMPLEX",W - 2,"sagar ravindra tayde, BSC, [C-P-20/04/2013]","['License: ', '20B-20B/1474 (Validity: 29/08/2018)', '21B-21B/1327 (Validity: 29/08/2018)']"
MINT & MINT AGENCIES - 9999999999,"BHUSAWAL-PLOT NO.5/2185, PARISHRAM,,HANUMAN NAGAR",W - 2,"vilas ghanasham mahajan, BA, [C-P-17/08/2001]","['License: ', '20B-20B/1136 (Validity: 31/12/2017)', '21B-21B/999 (Validity: 31/12/2017)']"
MOHAN MEDICALS & GENERALS - 9823587345,"KHADKE-HOUSE NO 14-19,,MAIN ROAD",RH - 3,"charulata manoj kolhe, DPH, [45137-09/12/1994]","['License: ', '20-186980 (Validity: 31/12/2021)', '20C-186981 (Validity: 31/12/2021)', '21-186982 (Validity: 31/12/2021)']"
MONU MEDICAL & GENERAL STORES - 9221538466,"BHUSAWAL-SHOP NO 4, 15 BANGLA,VARANGAON ROAD",R - 2,"kailash shardaprasad pandey, DPH, [63863-03/10/2003]","['License: ', '20-20/1598 (Validity: 02/10/2017)', '21-21/1598 (Validity: 02/10/2017)']"
MORYA MEDICAL AND GENERAL STORES - 9222511907,"Gopal Nagar, Bhusawal-Shop No. 03, TP Scheme No.02,,Final Plot No. 41/13, Ground Floor, Ganraya Plaza,",RH - 3,"harshal tryambak rane, DPH, [75738-08/10/2013]","['License: ', '20-84086 (Validity: 28/10/2018)', '20C-84088 (Validity: 28/10/2018)', '21-84087 (Validity: 28/10/2018)']"
MOTIRAM KALURAM MEDICAL & GENERAL STORES - 9923445578,"BHUSAWAL-HOUSE NO. 614, BAJAR WARD,,LAXMI CHOWK, SARAF BAZAR,",RWH - 5,"pramod madanlal rathi, DPH, [13945-]","['License: ', '20-20/6484 (Validity: 23/02/2021)', '20B-20B/6654 (Validity: 23/02/2021)', '20C-20C/80 (Validity: 23/02/2021)', '21-21/5158 (Validity: 23/02/2021)', '21B-21B/6002 (Validity: 23/02/2021)']"
MRUTYUNJAY MEDICAL & GENERAL STORES - 9999999999,"BHUSAWAL-C.S.T.NO.199/127/2,,MAMAJI TALKIES ROAD",RH - 3,"dnyandeo laxman barhate, DPH, [31739-25/04/2001]","['License: ', '20-20/1629 (Validity: 31/12/2017)', '20C-20C/671 (Validity: 31/12/2017)', '21-21/1629 (Validity: 31/12/2017)']"
MUKESH MEDICAL AND GENERAL STORES - 9999999999,"BHUSAWAL-C.S.NO 135/1/1, PROFFESOR COLONY,MAIN ROAD",RH - 3,"ghanshyam nandlal nagdev, DPH, [40946-02/05/1997]","['License: ', '20-20/1110 (Validity: 31/12/2017)', '20C-20C/342 (Validity: 31/12/2017)', '21-21/1110 (Validity: 31/12/2017)']"
MUKUND MEDICAL AND GENERAL STORES - 9273785198,"BHUSAWAL-SHOP NO. 1, PLOT NO. 6, C.S.NO. 164,,KANHAYALAL PLOT,NEAR DATTA MANDIR,KP CLUB,",R - 2,"pranita arun chaudhari, BPH, [159424-14/09/2016]","['License: ', '20-43750 (Validity: 27/12/2021)', '21-43751 (Validity: 27/12/2021)']"
N.M. MEDICAL & GENERAL STORES - 9765211362,"BHUSAWAL-GALA NO 4 HOUSE NO 63/20,JAM MOHALLA BACHAI BUILDING",RH - 3,"zaheer naseer shaikh, DPH, [41366-30/11/2006]","['License: ', '20-20/2481 (Validity: 23/03/2020)', '20C-20C/985 (Validity: 23/03/2020)', '21-21/2481 (Validity: 23/03/2020)']"
