firm_name,address,licenses,reg_pharma_comp_person,tooltip
RADHIKA MEDICAL & GENERAL STORES - 9999999999,"ADAWAD-HOUSE NO 760, NEHRU CHOWK,NEAR SHREE GOVINDA DAIRY",RH - 3,"rahul dilip adawadkar, DPH, [79807-18/09/2008]","['License: ', '20-20/2771 (Validity: 17/09/2018)', '20C-20C/1184 (Validity: 17/09/2018)', '21-21/2771 (Validity: 17/09/2018)']"
RAHUL MEDICAL & GENERAL STORES - 9822636269,"AKULKHEDA-SHOP NO. 1, HOUSE NO 285,,MAIN ROAD",R - 2,"rahul prakash mahajan, DPH, [66973-11/03/2004]","['License: ', '20-20/2018 (Validity: 10/03/2019)', '21-21/2018 (Validity: 10/03/2019)']"
RAHUL MEDICAL STORES - 9999999999,"CHOPDA-1765, THALNER DARWAJA CHOWK,,MAIN ROAD,",RH - 3,"pradip bhaulal patil, DPH, [36012-24/08/1997]","['License: ', '20-20/1109 (Validity: 31/12/2017)', '20C-68024 (Validity: 16/01/2018)', '21-21/1109 (Validity: 31/12/2017)']"
RAJASHRI MEDICAL & GENERAL STORES - 9881389961,"TAL- CHOPADA.-HOUSE NO. 996, WARD NO. 2[,MAIN ROAD, VADRI,",RH - 3,"kirankumar vikas sonawane, DPH, [154326-23/03/2014]","['License: ', '20-30902 (Validity: 19/05/2021)', '20C-30904 (Validity: 19/05/2021)', '21-30903 (Validity: 19/05/2021)']"
RAJENDRA MEDICAL AND GENERAL STORES - 9850971900,"ADAVAD-HOUSE NO 712/1,,RANA PRATAP ROAD",RH - 3,"rajendra kapurchand meher, DPH, [17262-29/12/1986]","['License: ', '20-187077 (Validity: 31/12/2021)', '20C-187078 (Validity: 31/12/2021)', '21-187079 (Validity: 31/12/2021)']"
RAMESH MEDICAL STORES,"CHOPDA-C.S.T. NO 1227,,M.G.ROAD",R - 2,"dilip dwarkadas agrawal, DPH, [5584-01/09/1997]","['License: ', '20-20/74 (Validity: 31/12/2017)', '21-21/74 (Validity: 31/12/2017)']"
RAMKRUSHNAHARI MEDICAL AND GENERAL STORES - 9881824941,"CHOPDA-SHOP NO.2, S.NO.2660-A,,BEHIND AMBEDKAR STATUE, GUJAR ALI, MAIN ROAD",RH - 3,"arpana ramesh gujar, BPH, [183885-22/06/2016]","['License: ', '20-132118 (Validity: 29/10/2020)', '20C-132120 (Validity: 29/10/2020)', '21-132119 (Validity: 29/10/2020)']"
RANI MEDICAL AND GENERAL STORES - 9823966972,"CHOPDA-C.S.T. NO 2877 AZAD CHOWK,MAIN ROAD",RH - 3,"dattatray subhash farkade , DPH, [165159-13/10/2015]","['License: ', '20-20/2278 (Validity: 05/10/2020)', '20C-20C/813 (Validity: 05/10/2020)', '21-21/2278 (Validity: 05/10/2020)']"
RAVINDRA MEDICAL & GENERAL STORES - 7709662939,"AT POST- VELE AKHATPADE-GAT NO.30, PLOT NO9.1/1,,MAIN ROAD,",R - 2,"viki rajendra patil, DPH, [139849-10/05/2013]","['License: ', '20-55713 (Validity: 11/07/2017)', '21-55714 (Validity: 11/07/2017)']"
REHNUMA MEDICAL AND GENERAL STORES - 9767547050,"CHOPDA-Plot No. 5, Gat No.901, K G N Colony, Old Yawal Road,,Chopda, Tal. Chopda, Dist. Jalgaon",RH - 3,"sayyad athar parvej yusufali, DPH, [165282-30/03/2015]","['License: ', '20-118084 (Validity: 21/04/2020)', '20C-118086 (Validity: 21/04/2020)', '21-118085 (Validity: 21/04/2020)']"
RENUKA MEDICAL & BABY SHOP - 9822241625,"CHOPDA-CSNO 2116,,BHAI KOTWAL ROAD",RH - 3,"sudeshna vasudev gujar, DPH,EXP, [50506-21/06/2013]","['License: ', '20-77754 (Validity: 10/07/2018)', '20C-77756 (Validity: 10/07/2018)', '21-77755 (Validity: 10/07/2018)']"
RENUKA PHARMA - 9850011318,"CHOPDA-25, DESHMUKH NAGAR,,YAWAL ROAD,",W - 2,"suresh bhila chaudhari, DPH, [31755-05/01/2009]","['License: ', '20B-20B/1450 (Validity: 05/08/2020)', '21B-21B/1303 (Validity: 05/08/2020)']"
RITESH MEDICAL AND GENERAL STORES,"ADAWAD-HOUSE NO 57,MAIN ROAD",R - 2,"ritesh premraj jain, DPH, [50607-12/07/2002]","['License: ', '20-20/1791 (Validity: 11/07/2017)', '21-21/1791 (Validity: 11/07/2017)']"
ROYAL MEDICALS - 9823523786,"CHOPDA-SHOP NO 7, MUNICIPAL SHOPPING CENTER,,AZAD CHOWK",RH - 3,"sayfulla sirajuddin shaikh, DPH, [22440-19/11/1990]","['License: ', '20-179888 (Validity: 31/12/2021)', '20C-179889 (Validity: 31/12/2021)', '21-179890 (Validity: 31/12/2021)']"
SACHIN MEDICAL & GENERAL STORES - 9766800447,"CHOPADA-DHARMASHALA SHOPPING CENTER,SHOP NO 4 ,MAIN ROAD",RWH - 6,"swapnil bhagwat mahajan, DPH, [118204-13/02/2013]","['License: ', '20-69701 (Validity: 19/10/2019)', '20B-69703 (Validity: 19/10/2019)', '20C-69705 (Validity: 19/10/2019)', '20D-69706 (Validity: 19/10/2019)', '21-69702 (Validity: 19/10/2019)', '21B-69704 (Validity: 19/10/2019)']"
SADGURU MEDICAL & GENERAL STORES - 9960165807,"TAL:CHOPDA-HOUSE NO 839 AT POST DHANORA,DHANORA",RH - 3,"kantilal tulshiram, DPH,EXP, [75196-22/10/2013]","['License: ', '20-85003 (Validity: 11/11/2018)', '20C-85005 (Validity: 11/11/2018)', '21-85004 (Validity: 11/11/2018)']"
SAHARA MEDICAL AND GENERAL STORES - 7798211605,"ADAWAD-C.S NO. 976, GRAMPANCHAYAT HOUSE NO. 547,,TAKIYA MOHALLA MASJID, CHOPDA YAWAL ROAD,",RH - 3,"imran khan saleem khan , DPH, [112959-19/12/2011]","['License: ', '20-43976 (Validity: 04/01/2022)', '20C-43978 (Validity: 04/01/2022)', '21-43977 (Validity: 04/01/2022)']"
SAI MEDICAL & GENERAL STORES - 9975932892,"CHOPDA-C.S.T.NO.6027, PLOT NO.3 & 4,,NEAR COTEGE HOSPITAL,",RH - 3,"gopal arun patil, DPH, [103805-13/09/2012]","['License: ', '20-61361 (Validity: 11/10/2017)', '20C-61363 (Validity: 11/10/2017)', '21-61362 (Validity: 11/10/2017)']"
SAI MEDICAL AND GENERAL STORES - 9623860552,"AT.POST. VADHODA-GRAMPANCHAYAT SANKUL11, GALA NO. 4 & 5 HOUSE NO.145,GRAMPANCHAYAT BAHUDDESHIYA IMARAT",RH - 3,"vinayak vasant patil, DPH, [49717-08/07/2014]","['License: ', '20-100660 (Validity: 24/07/2019)', '20C-100662 (Validity: 24/07/2019)', '21-100661 (Validity: 24/07/2019)']"
SAI SAMARTHA MEDICAL & GENERAL STORES - 8806860254,"CHOPDA-NORTH SIDE SHOP NO. 1, GF, C.S. NO.4484,,NEAR TAPASVI MARUTI MANDIR, PATIL GADHI,",RH - 3,"amit suresh patil, DPH, [101962-31/03/2010]","['License: ', '20-168351 (Validity: 15/10/2021)', '20C-168352 (Validity: 15/10/2021)', '21-168353 (Validity: 15/10/2021)']"
SAIDATTA MEDICAL & GENERAL STORES,"CHOPDA-SHOP NO 13, C.SHIVAJI COMPLEX,MAIN ROAD",R - 2,"maheshkumar kanhyalal jain, DPH, [48396-29/10/2007]","['License: ', '20-20/2624 (Validity: 28/10/2017)', '21-21/2624 (Validity: 28/10/2017)']"
SAIDEEP MEDICAL AND GENERAL STORES - 9767836205,"CHOPADA-HOUSE NO. 2492, WARD NO. 05,GUJARALI",RH - 3,"lalit prabhakar patil, DPH, [84830-07/05/2014]","['License: ', '20-97058 (Validity: 21/05/2019)', '20C-97060 (Validity: 21/05/2019)', '21-97059 (Validity: 21/05/2019)']"
SAILEELA MEDICAL AND GENERAL STORES - 9552752482,"CHOPADA-C.S.NO. 2530/1, HOUSE NO. 03, PAPAJI MARKET,AMBEDKAR CHOWK",RH - 3,"nandlal vijay patil, DPH, [145674-27/04/2015]","['License: ', '20-118081 (Validity: 21/04/2020)', '20C-118083 (Validity: 21/04/2020)', '21-118082 (Validity: 21/04/2020)']"
SAIRAJ MEDICAL AND GENRAL STORES - 9850484717,"CHOPDA-SAIKRUPA CHASHMAGHAR,,NEAR GANPATI MANDIR, MAIN ROAD,",RH - 3,"jyoti manohar chaudhari, DPH, [25066-25/07/2011]","['License: ', '20-36850 (Validity: 06/09/2021)', '20C-36852 (Validity: 06/09/2021)', '21-36851 (Validity: 06/09/2021)']"
SAMARTH MEDICAL & GENERAL STORES - 9552929684,"CHOPDA-PLOT NO 4 (A), GAT NO. 1107, PLOT NO. 4,SWAMI SAMARTHA COLONY, YAWAL ROAD",RH - 3,"mayur ramesh shinde, DPH, [54340-12/04/2004]","['License: ', '20-20/2036 (Validity: 11/04/2019)', '20C-97016 (Validity: 21/05/2019)', '21-21/2036 (Validity: 11/04/2019)']"
SAMARTH PHARMACY & GENERAL STORES - 8806874426,"Chopda-552/1, main chowk, Adgaon,behind jugal medical",RH - 3,"ghanhashyam digambar patil, BPH, [145190-09/06/2015]","['License: ', '20-122383 (Validity: 11/06/2020)', '20C-122385 (Validity: 11/06/2020)', '21-122384 (Validity: 11/06/2020)']"
SANDEEP MEDICALS - 9999999999,"CHOPDA-CST NO 2503,M.G.ROAD",RH - 3,"ashok chimanlal gujarathi, DPH, [5489-27/12/2012]","['License: ', '20-20/856 (Validity: 31/12/2017)', '20C-20C/273 (Validity: 31/12/2017)', '21-21/856 (Validity: 31/12/2017)']"
SANJARI DISTRIBUTORS - 8087566707,"CHOPADA-SHOP NO 52,A WING,ATHAWADE BAZAAR",WH - 3,"shailesh parasmal jain, DPH, [57830-27/05/2015]","['License: ', '20B-121804 (Validity: 01/06/2020)', '20D-121806 (Validity: 01/06/2020)', '21B-121805 (Validity: 01/06/2020)']"
SANJIVANI MEDICALS - 9890068065,"CHOPDA-C.S.NO. 2747,,MAHATMA GANDHI ROAD,",RH - 3,"vinod sohanraj jain, DPH, [17031-01/04/1999]","['License: ', '20-20/215 (Validity: 19/12/2017)', '20C-20C/285 (Validity: 19/12/2017)', '21-21/215 (Validity: 19/12/2017)']"
SANTKRUPA MEDICAL AND GENERAL STORES - 9552629025,"VITNER-MALMATTA NO.168,MAIN ROAD",RH - 3,"jayashree ishwar patil, DPH, [194315-24/10/2016]","['License: ', '20-144447 (Validity: 22/03/2021)', '20C-144449 (Validity: 22/03/2021)', '21-144448 (Validity: 22/03/2021)']"
SATPUDA MEDICAL STORES - 9923048256,"CHOPDA-C.S.NO.2561/A2,GR.FLOOR SHOP NO.1(FROM WEST SIDE),OPP.POLICE LINE,SHINDEWADA",RH - 3,"pallvi satyanarayan agrawal, DPH, [147533-19/12/2016]","['License: ', '20-189954 (Validity: 03/01/2022)', '20C-189956 (Validity: 03/01/2022)', '21-189955 (Validity: 03/01/2022)']"
SATYANARAYAN MEDICALS - 9637960029,"VELODA-SHOP NO 3, HOUSE NO 164,JAWAHAR COMPLEX, MAIN ROAD",RH - 3,"hukumchand gheuvarchand jain, DPH, [29765-01/01/2007]","['License: ', '20-198269 (Validity: 31/12/2021)', '20C-198270 (Validity: 31/12/2021)', '21-198271 (Validity: 31/12/2021)']"
SHALINI MEDICAL AND GENERAL STORES - 9823629649,"CHOPDA-C.S.NO. 3671, SHOP NO 1,NEAR JABRERAM MANDIR",RWX - 5,"tushar alan suryawanshi, DPH, [57857-24/06/2005]","['License: ', '20-20/1568 (Validity: 23/06/2020)', '20B-20B/1316 (Validity: 23/06/2015)', '20F-94605 (Validity: 10/04/2019)', '21-21/1568 (Validity: 23/06/2020)', '21B-21B/1172 (Validity: 23/06/2015)']"
SHARAYU MEDICAL AND GENERAL STORES - 9922726945,"Gorgawale BK.-House No.79, Shrikrushna Nagar,,Gorgawale BK., Tal Chopda, Dist. Jalgaon",RH - 3,"sachin dnyaneshwar patil, BPH, [136559-24/11/2014]","['License: ', '20-109336 (Validity: 17/12/2019)', '20C-109338 (Validity: 17/12/2019)', '21-109337 (Validity: 17/12/2019)']"
SHIRIN PHARMA - 9860569975,"ADAWAD-HOUSE NO. 1102, OPPOSITE OF OLD POLICE STATION,NEHARU CHOWK",WH - 3,"pathan majasar khan sharafat khan, DPH, [89293-06/06/2014]","['License: ', '20B-98288 (Validity: 11/06/2019)', '20D-98290 (Validity: 11/06/2019)', '21B-98289 (Validity: 11/06/2019)']"
SHIVAM MEDICAL AND GENERAL STORES - 9999999999,"CHAHARDI-C.S.NO 2050, HOUSE NO 2295,MAIN ROAD",RH - 3,"ajitkumar shriram mahajan, DPH, [38898-03/04/1997]","['License: ', '20-20/1100 (Validity: 31/12/2017)', '20C-68041 (Validity: 16/01/2018)', '21-21/1100 (Validity: 31/12/2017)']"
SHIVKASHI MEDICAL AND GENERAL STORES - 9921340341,"VELODE-MALMATTA NO. 162, HOUSE NO. 123,NEAR BUS STAND CHOWK,",RH - 3,"rahul ashokrao sonawane, DPH, [84240-21/07/2011]","['License: ', '20-35167 (Validity: 02/08/2021)', '20C-35169 (Validity: 02/08/2021)', '21-35168 (Validity: 02/08/2021)']"
SHRADDHA DISTRIBUTOR - 9922043131,"CHOPDA-C.S.NO. 1888B, D, GALA NO. 5 & 6,SHETAKI SANGH COMPLEX",WH - 3, ,"['License: ', '20B-118738 (Validity: 27/04/2020)', '20D-118740 (Validity: 27/04/2020)', '21B-118739 (Validity: 27/04/2020)']"
SHREE DISTRIBUTORS - 7709479170,"CHOPDA-C.S.T. NO. 2647 A, PATIL DARVAJA ROAD,,OPP. SHITALNATH MATH, CHOPDA",W - 2,"manish laxman chavan, BPH, [85878-09/03/2011]","['License: ', '20B-28371 (Validity: 26/04/2021)', '21B-28372 (Validity: 26/04/2021)']"
SHREE ARADHANA MEDICAL AND GENERAL STORES - 9822084545,"CHOPDA-PLOT NO.14, PANKAJ NAGAR STOP,,ASHADEEP PLAZA,",RH - 3,"nayana tarachand patil, DPH, [172666-01/07/2016]","['License: ', '20-147554 (Validity: 26/04/2021)', '20C-147556 (Validity: 26/04/2021)', '21-147555 (Validity: 26/04/2021)']"
SHREE CHEMIST AND GENERAL STORES - 8605760141,"CHOPDA-SHOP NO 2,CSNO 1897,BOTHRA MARKET",RH - 3,"anil lakshman patil, DPH, [133790-11/11/2013]","['License: ', '20-86207 (Validity: 26/11/2018)', '20C-86209 (Validity: 26/11/2018)', '21-86208 (Validity: 26/11/2018)']"
SHREE DATTA MEDICAL & GENERAL STORES - 9923398086,"HATED KURD.-SHOP NO.2, HOUSE NO.422,,SOCIETY CHOW K,",RH - 3,"pankaj barikrao more, DPH, [111506-23/09/2010]","['License: ', '20-20/3077 (Validity: 14/09/2020)', '20C-20C/1352 (Validity: 14/09/2020)', '21-21/3077 (Validity: 14/09/2020)']"
SHREE GANESH MEDICAL & GENERAL STORES - 9970026801,"ADAWAD-SHOP NO. 1, TAL MAJALA, C.S.NO. 248, HOUSE NO 1126,,NEAR PURANIK HOSPITAL",RH - 3,"rakesh shantaram patil, DPH, [78043-08/10/2009]","['License: ', '20-20/2349 (Validity: 07/10/2019)', '20C-20C/861 (Validity: 07/10/2019)', '21-21/2349 (Validity: 07/10/2019)']"
SHREE MEDICAL & GENERAL STORES - 9970719672,"CHAHARDI-BLOCK NO 4, GRAMSACHIVALAY,MAIN ROAD",RH - 3,"dipak laxman chavan, BPH, [70361-03/07/2006]","['License: ', '20-159429 (Validity: 02/07/2021)', '20C-159430 (Validity: 02/07/2021)', '21-159431 (Validity: 02/07/2021)']"
SHREE SAI AGENCIES - 8888120309,"CHOPDA-PLOT NO 13, SWAMI SAMARTHA COLONY,YAWAL ROAD",RWH - 6,"pravin ramesh mistri, DPH, [57722-06/08/2010]","['License: ', '20-20/3058 (Validity: 05/08/2020)', '20B-20B/1356 (Validity: 05/08/2020)', '20C-20C/1344 (Validity: 05/08/2015)', '20D-20D/219 (Validity: 05/08/2020)', '21-21/3058 (Validity: 05/08/2020)', '21B-21B/1211 (Validity: 05/08/2020)']"
SHREE SAI MEDICAL AND GENERAL STORES - 8055423652,"WADRI-C.S.NO. 561,,MAIN ROAD,",RH - 3,"sandip suresh shinde, DPH, [110970-27/11/2012]","['License: ', '20-64345 (Validity: 26/11/2017)', '20C-64347 (Validity: 26/11/2017)', '21-64346 (Validity: 26/11/2017)']"
SHREE SWAMI MEDICAL & GENERAL STORES - 9960083991,"DHANORA-HOUSE NO 1153, LAXMI NAGAR,DHANORA",RH - 3,"rajesh mahadevrao sonar, DPH, [72721-29/09/2008]","['License: ', '20-20/2774 (Validity: 09/06/2018)', '20C-76158 (Validity: 09/06/2018)', '21-21/2774 (Validity: 09/06/2018)']"
SHREE SWAMI SAMARTH MEDICAL - 9011102414,"CHOPDA-ROOM NO.1, GF, PLOT NO.70, C.S.NO.5990,,SHIRPUR ROAD, GANESH COLONY",RH - 3,"bhaiyya vijay patil, DPH, [112084-01/02/2017]","['License: ', '20-169958 (Validity: 25/10/2021)', '20C-169960 (Validity: 25/10/2021)', '21-169959 (Validity: 25/10/2021)']"
SHREERAM MEDICAL & GENERAL STORES - 9765608025,"LASUR-C.S.NO. 1906, HOUSE NO 638B, SHEET NO. 2,,MAIN ROAD,",R - 2,"dineshkumar gokul patil, DPH, [157856-14/08/2014]","['License: ', '20-20/2712 (Validity: 15/04/2018)', '21-21/2712 (Validity: 15/04/2018)']"
SHRI CHINTAMANI MEDICAL AND GENERAL STORES - 9028922812,"CHOPDA-ROOM NO.1,2&3, C.S.T.NO.1442,THALNER DARWAJA CHOWUK",RW - 4,"nitin eknath mali, DPH, [88626-04/08/2007]","['License: ', '20-20/2587 (Validity: 03/08/2012)', '20B-20B/JG/1592 (Validity: 12/12/2020)', '21-21/2587 (Validity: 03/08/2012)', '21B-21B/JG/1445 (Validity: 12/12/2020)']"
SHRI GANESH MEDICAL AND GENERAL STORES - 9423770854,"GHADWEL-HOUSE NO. 133/1,GHADWEL",RH - 3,"kishor ashok rathod, DPH, [112061-24/08/2011]","['License: ', '20-36973 (Validity: 06/09/2016)', '20C-36975 (Validity: 06/09/2016)', '21-36974 (Validity: 06/09/2016)']"
SHRI GANESH MEDICAL AND GENERAL STORES - 9999999999,"CHOPADA-HOUSE NO. 2447, PRASAD BUILDING,,MAIN RAOD",RH - 3,"suresh pandit wani, DPH, [2695-23/02/1973]","['License: ', '20-20/154 (Validity: 31/12/2017)', '20C-20C/4 (Validity: 31/12/2017)', '21-21/152 (Validity: 31/12/2017)']"
SHRIKRISHNA MEDICAL STORES - 9890692513,"ADAWAD-HOUS NO 60/1,MAIN ROAD",RH - 3,"radhesham purushottam baheti, DPH, [11007-31/07/1987]","['License: ', '20-20/99 (Validity: 31/12/2017)', '20C-97496 (Validity: 29/05/2019)', '21-21/99 (Validity: 31/12/2017)']"
SHRIRAM MEDICALS - 9423941161,"CHOPDA-C.S.NO.4477, SHRIRAM MANDIR CHOWK,,PATIL GADHI",RWH - 6,"sangram jitendra deshmukh, DPH, [47577-20/11/2015]","['License: ', '20-135378 (Validity: 09/12/2020)', '20B-135380 (Validity: 09/12/2020)', '20C-135382 (Validity: 09/12/2020)', '20D-135383 (Validity: 09/12/2020)', '21-135379 (Validity: 09/12/2020)', '21B-135381 (Validity: 09/12/2020)']"
SIDDHIVINAYAK MEDICAL & GENERAL STORES - 9922150066,"CHOPDA-GIRIRAJ CHAMBERS ,CSNO 2504,SHOP NO 3,,MAIN ROAD",RH - 3,"shamkant bhagwan patil, DPH, [60808-19/07/2013]","['License: ', '20-79131 (Validity: 05/08/2018)', '20C-79133 (Validity: 05/08/2018)', '21-79132 (Validity: 05/08/2018)']"
SOHAM MEDICLAS & OPTICALS GENERAL STORES - 9552929684,"TAL-CHOPADA-SHOP NO. 1, GAT NO. 1114, PLOT NO. 14,,BOROLE NAGAR NO.1, CHOPDA,",R - 2,"sunil harchand salunkhe, DPH, [82336-02/06/2012]","['License: ', '20-32422 (Validity: 20/06/2021)', '21-32423 (Validity: 20/06/2021)']"
SONALI MEDICALS - 9764876614,"ADAVAD-HOUSE NO 586,,NEHARU CHOWK,",RWH - 6,"suresh ramdas bari, DPH, [16912-16/10/1985]","['License: ', '20-20/211 (Validity: 31/12/2017)', '20B-87702 (Validity: 23/12/2018)', '20C-99152 (Validity: 29/06/2019)', '20D-87704 (Validity: 23/12/2018)', '21-21/211 (Validity: 31/12/2017)', '21B-87703 (Validity: 23/12/2018)']"
SPARSH PHARMACEUTICALS - 9822777123,"CHOPDA-2503, BASEMENT,MAHATMA GANDHI ROAD",W - 2,"sandip ashok shah, BCO, [C-P-17/04/2003]","['License: ', '20B-20B/1209 (Validity: 16/04/2018)', '21B-21B/1066 (Validity: 16/04/2018)']"
SUNIL MEDICAL AND GENERAL STORES,"TAL. CHOPDA-HOUSE NO 556,MAIN ROAD, DHANORA",R - 2,"sunil baliram jadhav, DPH, [22372-23/12/1989]","['License: ', '20-20/362 (Validity: 31/12/2017)', '21-21/362 (Validity: 31/12/2017)']"
SUNIL MEDICAL STORES - 9822425277,"CHOPDA-C.S.NO. 2499,,OPP. OF DR. JAYANT PATIL HOSPITAL,",RWHX - 7,"naresh kashinath mahajan, DPH, [20686-17/07/1997]","['License: ', '20-20/305 (Validity: 09/06/2018)', '20B-20B/76155 (Validity: 09/06/2018)', '20C-20C/352 (Validity: 09/06/2018)', '20D-20D/76157 (Validity: 09/06/2018)', '20F-76377 (Validity: 12/06/2018)', '21-21/305 (Validity: 09/06/2018)', '21B-21B/76156 (Validity: 09/06/2018)']"
SUNRISE MEDICAL AND GENERAL STORES - 9970308057,"TAL-CHOPADA-SHOP NO. 1 & 2, GF, H. No. 256, C.S.NO. 821,,MAIN ROAD, ADAVAD",RWH - 6,"kishor vasantrao patil, [45212-20/06/2011]","['License: ', '20-33230 (Validity: 30/06/2021)', '20B-165033 (Validity: 22/09/2021)', '20C-33232 (Validity: 30/06/2021)', '20D-165035 (Validity: 22/09/2021)', '21-33231 (Validity: 30/06/2021)', '21B-165034 (Validity: 22/09/2021)']"
SURANA MEDICAL & GENERAL STORES - 9860970177,"CHOPDA-SHOP NO. 1, HOUSE NO 2318, PATHAK GALLI,BHAI KOTWAL ROAD,",R - 2,"rakesh prakashchandra surana, DPH, [77781-27/11/2008]","['License: ', '20-20/2794 (Validity: 26/11/2018)', '21-21/2794 (Validity: 26/11/2018)']"
SURESH MEDICAL AND GENERAL STORES - 9923554889,"Chopda-C. S. No. 2505, Ambedkar Chowk,,Main Road, Chopda, Tal. Chopda, Dist Jalgaon",RH - 3,"swapnil suresh bari, BPH, [129025-08/12/2014]","['License: ', '20-109832 (Validity: 22/12/2019)', '20C-109834 (Validity: 22/12/2019)', '21-109833 (Validity: 22/12/2019)']"
SUSHMIT MEDICAL & GENERAL STORES - 9822500985,"CHOPDA-ROOM NO.1, C.S.T NO.2474, BASEMENT,,SUSMIT HOSPITAL PARISAR, GUJAR ALI",RH - 3,"hemalata amrut patil, DPH, [58397-11/06/2013]","['License: ', '20-25252 (Validity: 25/02/2021)', '20C-25254 (Validity: 25/02/2021)', '21-25253 (Validity: 25/02/2021)']"
SUVIDHA MEDICAL & AGENCIES - 9822606628,"CHOPDA-2497/B,MAIN ROAD CHOPDA,MAIN ROAD",RWH - 6,"jayant laxman mahajan, DPH, [29291-12/04/2013]","['License: ', '20-73329 (Validity: 22/04/2018)', '20B-73331 (Validity: 22/04/2018)', '20C-73333 (Validity: 22/04/2018)', '20D-73334 (Validity: 22/04/2018)', '21-73330 (Validity: 22/04/2018)', '21B-73332 (Validity: 22/04/2018)']"
SWAPNIL MEDICAL STORES - 9049341149,"TAL.CHOPDA-SHOP NO.1, GF, P. NO. 406,,JUNA VYAPARI SANKUL, HATED BK.,",RH - 3,"sachin ganesh saner, DPH, [140249-06/09/2016]","['License: ', '20-165952 (Validity: 30/09/2021)', '20C-165954 (Validity: 30/09/2021)', '21-165953 (Validity: 30/09/2021)']"
TAJ MEDICAL & GENERAL STORES - 9623581523,"CHOPDA-HOUSE NO 40, SANEGURUJI COLONY,MAIN ROAD",RH - 3,"shaikh akbar shaikh husain qureshi , DPH, [105915-01/02/2010]","['License: ', '20-20/2979 (Validity: 31/01/2020)', '20C-20C/1292 (Validity: 31/01/2020)', '21-21/2979 (Validity: 31/01/2020)']"
TEJAS MEDICAL AND GENERAL STORES - 7775825554,"TAL.CHOPDA, DIST. JALGAON-ROOM NO.1-3, GF, HOUSE NO.187,,BUDHGAON,",RH - 3,"anil suresh patil, BPH, [178228-18/05/2016]","['License: ', '20-155335 (Validity: 30/06/2021)', '20C-155337 (Validity: 30/06/2021)', '21-155336 (Validity: 30/06/2021)']"
TULSI PHARMA AGENCY - 8605904460,"CHOPDA-SHOP NO.14,GF, C.S.T.NO.2530, PAPAJI MARKET,,OPP.AMBEDKAR PUTALA, MAIN ROAD",WH - 3,"jitendra namadeo motirale, DPH, [C-P-23/08/2016]","['License: ', '20B-155409 (Validity: 01/07/2021)', '20D-155411 (Validity: 01/07/2021)', '21B-155410 (Validity: 01/07/2021)']"
VARAD MEDICAL & GENERAL STORES - 9022832423,"CHOPDA-C.S.T.NO3239, BADGUJAR GALLI,ASHA TALKIES ROAD",RH - 3,"rahul ravindra salunkhe, DPH, [104405-04/01/2010]","['License: ', '20-20/2966 (Validity: 03/01/2020)', '20C-20C/1285 (Validity: 03/01/2020)', '21-21/2966 (Validity: 03/01/2020)']"
VARAD MEDICAL AND GENERAL STORES - 9881827252,"MAIN ROAD, CHOPDA-S.NO.2660B,,GUJAR ALI, AMBEDKAR CHOWUK,,",RH - 3,"bhushan sharad sonawane, DPH, [166289-20/04/2016]","['License: ', '20-147559 (Validity: 26/04/2021)', '20C-147561 (Validity: 26/04/2021)', '21-147560 (Validity: 26/04/2021)']"
VARDHAMAN MEDICAL & GENERAL STORES - 9158119980,"CHOPDA-SHOP NO.2, C.S.T.NO.2530,,PAPAJI MARKET, MAIN ROAD,",RH - 3,"pradip gopal patil, DPH, [113557-04/07/2015]","['License: ', '20-123831 (Validity: 07/07/2020)', '20C-123833 (Validity: 07/07/2020)', '21-123832 (Validity: 07/07/2020)']"
VARDHAMAN MEDICAL & GENERAL STORES - 9766649980,"VIRVADE-HOUSE NO 298/1,,MAIN ROAD",R - 2,"sanjay chhagan patil, DPH, [63345-22/10/2015]","['License: ', '20-20/2301 (Validity: 24/10/2020)', '21-181327 (Validity: 24/10/2020)']"
VEDANT MEDICAL & GENERAL STORES - 9420606294,"CHOPDA-C.S.T.NO318/C RATH GALI,MAIN ROAD",R - 2,"bhushan amrutlal shirsath, DPH, [65103-01/02/2010]","['License: ', '20-20/2977 (Validity: 31/01/2020)', '21-21/2977 (Validity: 31/01/2020)']"
VEDANTI MEDICAL AND GENERAL STORES - 9420705508,"BHOKARI-Ghar No. 91, At Post Bhokari,,Tal. Chopda, Dist Jalgaon",RH - 3,"ganesh sukalal nile, DPH, [84972-19/01/2015]","['License: ', '20-113516 (Validity: 09/02/2020)', '20C-113518 (Validity: 09/02/2020)', '21-113517 (Validity: 09/02/2020)']"
VIDYA MEDICAL AND GENRAL STORES - 9423974596,"CHOPADA-MUNICIPAL HADDA C.S.NO. 1990/1992, GROUND FLOOR,,RATH GALLI, MAIN ROAD,",RWH - 6,"dipak pralhad savant, DPH, [121259-03/02/2012]","['License: ', '20-47321 (Validity: 22/02/2017)', '20B-100579 (Validity: 23/07/2019)', '20C-47323 (Validity: 22/02/2017)', '20D-100581 (Validity: 23/07/2019)', '21-47322 (Validity: 22/02/2017)', '21B-100580 (Validity: 23/07/2019)']"
