firm_name,address,licenses,reg_pharma_comp_person,tooltip
SACHIN AGENCIES - 9420651931,"AMALNER-T.P.S. NO. 18/02, SHOP NO. 6,7,8, NEAR MARUTI MANDIR,,MAHAJAN SHOPING COMPLEX,",WHX - 4,"harshal dipakchand jain, HSC, [C-P-03/06/2014]","['License: ', '20B-20B/1512 (Validity: 16/10/2018)', '20D-20D/199 (Validity: 16/10/2018)', '20G-98259 (Validity: 11/06/2019)', '21B-21B/1365 (Validity: 16/10/2018)']"
SAI MEDICAL AND GENERAL STORES - 9527794843,"WAWADE-MILKAT NO 208,AT POST WAVADE,TAL: AMALNER",RH - 3,"amol tekachand paradeshi, DPH, [91753-24/06/2013]","['License: ', '20-77751 (Validity: 10/07/2018)', '20C-77753 (Validity: 10/07/2018)', '21-77752 (Validity: 10/07/2018)']"
SAISAMARTH MEDICAL & GENERAL STORES - 9921024007,"MUDI-C.S. NO.258, GHAR NO.143,,AT POST MUDI, TAL: AMALNER",RH - 3,"arun shiwaji patil, DPH, [100906-10/09/2012]","['License: ', '20-60911 (Validity: 30/03/2020)', '20C-60913 (Validity: 30/03/2020)', '21-60912 (Validity: 30/03/2020)']"
SANDESH MEDICAL STORES - 9823016583,"AMALNER-C.S.T.NO 212/13, SHRI KRUSHNA COLONY,KACHERI ROAD",W - 2,"kirtikumar virchand shah, DPH, [6458-01/01/2002]","['License: ', '20B-188124 (Validity: 31/12/2021)', '21B-188125 (Validity: 31/12/2021)']"
SANJIVANI MEDICAL STORES - 9999999999,"AMALNER-22, LALBAG SHOPPING CENTER,MAIN ROAD",RH - 3,"surendra bhagchand jain, DPH, [26466-16/08/1991]","['License: ', '20-20/538 (Validity: 31/12/2017)', '20C-20C/150 (Validity: 31/12/2017)', '21-21/538 (Validity: 31/12/2017)']"
SEVA MEDICAL & GENERAL STORE,"AMALNER-T.P.NO.42/7, NEW PLOT,,BHGWAT ROAD,",R - 2,"sachin subhashchandraji parakh, DPH, [39597-17/09/1997]","['License: ', '20-20/1153 (Validity: 31/12/2017)', '21-21/1153 (Validity: 31/12/2017)']"
SHIVSHAKTI MEDICAL & GENERAL STORE,"AMALNER-SHOP NO.2, HOUSE NO.362,,BAZAR PETH, AT POST-MARVAD",RH - 3,"sharad baburao borase, DPH, [69530-31/01/2008]","['License: ', '20-20/2677 (Validity: 30/01/2018)', '20C-20C/1125 (Validity: 30/01/2018)', '21-21/2677 (Validity: 30/01/2018)']"
SHREE GAJANAN MEDICAL AND GENERAL STORES - 9372135556,"KALAMSARA-HOUSE NO482,MAIN ROAD",S - 2, ,"['License: ', '20A-20A/119 (Validity: 31/12/2017)', '21A-21A/114 (Validity: 31/12/2017)']"
SHREE MEDICO & GENERAL STORE - 9823474782,"AMALNER-T.P.NO.42/1, KASTURBA BAL RUGNALAYA,SHANI MANDIR GALLI",RH - 3,"sandesh dattatraya patil, DPH, [50438-28/02/2016]","['License: ', '20-20/2606 (Validity: 19/09/2017)', '20C-20C/1068 (Validity: 19/09/2017)', '21-21/2606 (Validity: 19/09/2017)']"
SHREE SAI MEDICAL & GENERAL STORES - 9890040084,"AMALNER-PLOT NO 1, SHOP NO 14, SURABHI COLONY,MAIN ROAD",R - 2,"sandip vitthalrao chaudhari, DPH, [66974-06/05/2005]","['License: ', '20-20/2214 (Validity: 05/05/2020)', '21-21/2214 (Validity: 05/05/2020)']"
SHREE SWAMI SAMARTH MEDICAL & GENERAL STORES - 9421534182,"AMALNER-CSNO 2504/A,,KUNTE ROAD",RH - 3,"narendra rajaram shinde, DPH, [33967-28/05/2013]","['License: ', '20-76282 (Validity: 11/06/2018)', '20C-76284 (Validity: 11/06/2018)', '21-76283 (Validity: 11/06/2018)']"
SHREEDATTA MEDICAL AND GENERAL STORES - 9423404864,"TAL. AMALNER-HOUSE NO 493,AT.POST. NIMBHORA",RH - 3,"devidas chandrakant shankpal, DPH, [59345-23/03/2015]","['License: ', '20-118260 (Validity: 22/04/2020)', '20C-118262 (Validity: 22/04/2020)', '21-118261 (Validity: 22/04/2020)']"
SHREEKRUPA MEDICAL & GENERAL STORES - 9028932890,"AMALNER-SHOP NO 2, DESHMUKH NAGAR,PIMPAKE ROAD",RH - 3,"vaishali raman baviskar, DPH, [76830-16/12/2005]","['License: ', '20-20/2326 (Validity: 15/12/2020)', '20C-20C/842 (Validity: 15/12/2020)', '21-21/2326 (Validity: 15/12/2020)']"
SHRI AGENCIES - 9923385802,"AMALNER-SHOP NO.41, SANE GURUJI COMPLEX,STATION ROAD",WH - 3,"nilesh nilkanth patil, DPH, [C-P-27/12/2007]","['License: ', '20B-20B/997 (Validity: 26/12/2017)', '20D-20D/148 (Validity: 26/12/2017)', '21B-21B/839 (Validity: 26/12/2017)']"
SHRI GURUDATTA MEDICAL - 8600920894,"AMALNER-GALA NO.1, HOUSE NO.16/7,,NEW PLOT.",RH - 3,"tushar kailasrao chaudhari, DPH, [155174-24/06/2015]","['License: ', '20-123805 (Validity: 06/07/2020)', '20C-123807 (Validity: 06/07/2020)', '21-123806 (Validity: 06/07/2020)']"
SHRI MEDICAL AND GENERAL STORES - 9765069090,"PATONDA-GALA NO. 2,HOUSE NO. 935",RH - 3,"shrikant shriram patil, DPH, [80780-08/04/2015]","['License: ', '20-118863 (Validity: 28/04/2020)', '20C-118865 (Validity: 28/04/2020)', '21-118864 (Validity: 28/04/2020)']"
SHRI SAI MEDICALS AND GENERAL STORES - 7385175603,"AMALNER-GAT NO. 1392, PLOT NO. 4,NAVKAR PLAZA, DHULE ROAD",RH - 3,"rohini hiraman patil, DPH, [135037-06/03/2014]","['License: ', '20-93855 (Validity: 28/03/2019)', '20C-93857 (Validity: 28/03/2019)', '21-93856 (Validity: 28/03/2019)']"
SHRI SAMARTHA DISTRIBUTOR - 9923641138,"AMALNER-T.P.NO.20/1,,NEW PLOT AREA",W - 2,"nitin nandalal bhamta pardeshi, DPH, [95729-20/11/2009]","['License: ', '20B-20B/1528 (Validity: 19/11/2019)', '21B-21B/1381 (Validity: 19/11/2019)']"
SHRI SAMARTHA MEDICAL,"AMALNER-C.S.T.NO.166/2, PLOT NO.11, GANESH COLONY,DHULE ROAD",R - 2,"sanjiv shaligram patil, DPH, [20432-19/09/2002]","['License: ', '20-20/1821 (Validity: 18/09/2017)', '21-21/1821 (Validity: 18/09/2017)']"
SHRI SWAMI SAMARTHA MEDICAL & GENREAL STORE - 9970200875,"AMALNER-SHOP NO.2, GRAM PANCHAYAT HOUSE NO.358,,AT POST- GADKHAMB",RH - 3,"amol dileep patil, DPH, [77761-29/07/2006]","['License: ', '20-161193 (Validity: 28/07/2021)', '20C-161194 (Validity: 28/07/2021)', '21-161195 (Validity: 28/07/2021)']"
SHRIRAM DISTRIBUTORS - 9766480078,"AMALNER-GAT NO.1519/2A, PLOT NO.21,,KRANTI NAGAR, NEAR SHETKI JINING , BEHIND R.K. PETROL PUMP",WH - 3,"shriganesh manga patil, BSC, [C-P-01/02/2016]","['License: ', '20B-141800 (Validity: 23/02/2021)', '20D-141802 (Validity: 23/02/2021)', '21B-141801 (Validity: 23/02/2021)']"
SHRIRAM MEDICAL STORES - 9226159008,"AMALNER-SHOP NO 10,,SINDHI HOUSING SOCIETY, STATION ROAD",RH - 3,"sureshkumar amarlal andani, DPH, [35332-03/07/1995]","['License: ', '20-20/893 (Validity: 31/12/2017)', '20C-188602 (Validity: 01/01/2022)', '21-21/893 (Validity: 31/12/2017)']"
SIDDHAKALA MEDICAL & GENERAL STORES - 9422780100,"AMALNER-T.P.NO.6/5, NEW PLOT,SIDDHALKALA HOSPITAL AAWAR",R - 2,"nilesh dilip borse, DPH, [135521-01/09/2015]","['License: ', '20-20/2824 (Validity: 04/02/2019)', '21-21/2824 (Validity: 04/02/2019)']"
SIDDHI VINAYAK MEDICINE & GENERAL STORE,"AMALNER-2402/4A, KUNTE ROAD,,KARANJA CHOWK",RH - 3,"rakesh nana chaudhari, DPH, [80462-09/03/2007]","['License: ', '20-20/2523 (Validity: 06/02/2018)', '20C-20C/1015 (Validity: 06/02/2018)', '21-21/2523 (Validity: 06/02/2018)']"
SUDEEP MEDICALS - 9420111199,"AMALNER-NEAR BUS STAND, SUDIP COMPLEX,DHULE ROAD",RH - 3,"dilip harakchand jain, DPH, [13216-27/02/2002]","['License: ', '20-198272 (Validity: 26/02/2022)', '20C-198273 (Validity: 26/02/2022)', '21-198274 (Validity: 26/02/2022)']"
SUDIP MEDICALS & GENERAL STORES - 9420111199,"AMALNER-SHOP NO 11 BASEMENT T.P. 65/2, SUDIP COMPLEX,NEAR BUS STAND,",W - 2,"harshal mangalchand bhansali, DPH, [C-P-02/05/2008]","['License: ', '20B-20B/1461 (Validity: 01/05/2018)', '21B-21B/1314 (Validity: 01/05/2018)']"
SUYOG MEDICALS AND GENERAL STORES - 9422278490,"AMALNER-SHOP NO 1,C.S.T.NO 3426 PAWAN CHOWK,KUNTE ROAD",R - 2,"amol baliram patil, DPH, [168978-22/07/2015]","['License: ', '20-188568 (Validity: 31/12/2021)', '21-188569 (Validity: 31/12/2021)']"
SWAGAT MEDICAL STORE - 9823618894,"AMALNER-C.T.S.NO.166/1, GALA NO.3,,DHULE ROAD",RWSH - 5,"saurabh bhikamchand jain, BPH, [144364-14/10/2015]","['License: ', '20A-20/1158 (Validity: 31/12/2017)', '20B-20B/1142 (Validity: 31/12/2017)', '20C-20C/376 (Validity: 31/12/2017)', '21-21/1158 (Validity: 31/12/2017)', '21B-21B/1005 (Validity: 31/12/2017)']"
SWARNIKA MEDICAL AND GENERAL STORES - 9890180927,"AMALNER-PLOT NO.166/1, SHRI DATTA HOSPITAL,,DHULE ROAD, OPP. KACHERI",R - 2,"uzma kausar ab razzaque, DPH, [183862-15/01/2016]","['License: ', '20-57146 (Validity: 02/08/2017)', '21-57147 (Validity: 02/08/2017)']"
TULAJA MEDICAL AND GENERAL STORES,"PATONDA-HOUSE NO 521/22,MAIN ROAD",RH - 3,"milindkumar ramkisan agrawal, DPH, [20888-28/11/1995]","['License: ', '20-20/931 (Validity: 31/12/2017)', '20C-20C/335 (Validity: 31/12/2017)', '21-21/931 (Validity: 31/12/2017)']"
TULJAI MEDICAL STORES - 8551875777,"AMALNER-SHOP NO. 8 & 22, GF,,PANDIT DEENDAYAL UPADHYAYA MARKET, TAMBEPURA,",RH - 3,"bhushan sanjay patil, DPH, [134620-05/09/2016]","['License: ', '20-165173 (Validity: 25/09/2021)', '20C-165175 (Validity: 25/09/2021)', '21-165174 (Validity: 25/09/2021)']"
UTKARSH MEDICAL AND GENERAL STORES - 9860123250,"AMALNER-OPP SWAMI SAMARTH TEMPLE,TP NO 157/9",RH - 3,"shaikh rameej shaikh farukh, DPH, [175743-05/11/2015]","['License: ', '20-77748 (Validity: 27/09/2021)', '20C-77750 (Validity: 27/09/2021)', '21-77749 (Validity: 27/09/2021)']"
VARAD MEDICAL AND GENRAL STORES - 9890671237,"AMALNER-SHOP NO. 3, PLOT NO. 1,,SRIRANG COLONY, PIMPLE ROAD,",RH - 3,"swapnil pukharaj joshi, DPH, [62410-01/08/2011]","['License: ', '20-35854 (Validity: 17/08/2021)', '20C-35856 (Validity: 17/08/2021)', '21-35855 (Validity: 17/08/2021)']"
VARDHAMAN MEDICAL AGENCIES,"AMALNER-SHOP NO 2, 11/1 NEW PLOT, RANE MARG,MAIN ROAD",R - 2,"dilip lalchand kothari, DPH, [16830-06/07/2002]","['License: ', '20-20/1780 (Validity: 05/07/2017)', '21-21/1780 (Validity: 05/07/2017)']"
VARDHAMAN MEDICAL AND GENERAL STORES - 9423159171,"MANDAL-GRAMPANCHAYAT HOUSE NO. 1058B,,MAIN ROAD",R - 2,"sanjay khushalchand khivasara, DPH, [20998-10/04/2012]","['License: ', '20-50441 (Validity: 12/04/2017)', '21-50442 (Validity: 12/04/2017)']"
VARSHA MEDICALS,"AMALNER-SHOP NO 2 DATTA HOUSING SOCIETY,DHULE ROAD",RH - 3,"vijaykumar vishwanath dhavale, DPH, [18884-30/09/1987]","['License: ', '20-20/295 (Validity: 31/12/2017)', '20C-20C/286 (Validity: 31/12/2017)', '21-21/295 (Validity: 31/12/2017)']"
VASANT MEDICAL STORE,"AMALNER-SHOP NO.18,,SANE GURUJI MARKET,",R - 2,"houshilal damodhar gujarathi, DPH, [5765-18/10/2003]","['License: ', '20-20/1960 (Validity: 17/10/2018)', '21-21/1960 (Validity: 17/10/2018)']"
VED MEDICAL AND GENERAL STORES - 9271398609,"JAVKHEDA TAL.AMALNER-MAILKAT NO.44,,MOHADI ROAD,",RWH - 6,"bharat vasant patil, DPH, [107491-18/02/2016]","['License: ', '20-143559 (Validity: 14/03/2021)', '20B-143561 (Validity: 14/03/2021)', '20C-143563 (Validity: 14/03/2021)', '20D-143564 (Validity: 14/03/2021)', '21-143560 (Validity: 14/03/2021)', '21B-143562 (Validity: 14/03/2021)']"
VEDANT MEDICAL STORES - 9175177118,"MANGRUL, TAl. AMALNER-ROOM NO.1, GF, H. NO. 98, C.S. NO. 448,MAIN ROAD, AAZAD CHOWK,",RH - 3,"devyani rajmal borase, BPH, [184237-22/11/2016]","['License: ', '20-178799 (Validity: 08/12/2021)', '20C-178801 (Validity: 08/12/2021)', '21-178800 (Validity: 08/12/2021)']"
VIJAY MEDICAL STORE - 9422281359,"AMALNER-SHOP NO.5,LALBAGH SHOPPING CENTER",RSH - 3,"prashant prakashchand parakh, [13458-01/04/1997]","['License: ', '20A-20/1092 (Validity: 31/12/2017)', '20C-20C/766 (Validity: 31/12/2017)', '21-21/1092 (Validity: 31/12/2017)']"
VINEETA MEDICAL AND GENERAL STORES - 9370198065,"AMALGAON-PLOT NO 54, GAT NO 421,MAIN ROAD",S - 2, ,"['License: ', '20A-192766 (Validity: 31/12/2021)', '21A-192767 (Validity: 31/12/2021)']"
YARORA LIFE SCIENCES - 9421613811,"AMALNER-C.S.NO.38/9 K NEW PLOT AREA,,NEAR BHAGINI MANDAL SCHOOL",WH - 3,"yogesh vishwas joshi, DPH, [68196-18/01/2017]","['License: ', '20B-199888 (Validity: 12/02/2022)', '20D-199890 (Validity: 12/02/2022)', '21B-199889 (Validity: 12/02/2022)']"
YASH AGENCIES - 9422238849,"AMALNER-SHOP NO 14, KRUSHI UTTAPANNA BAZAR SAMITI,,DHULE ROAD",W - 2,"mahesh prakash pawar, DPH, [C-P-30/08/2008]","['License: ', '20B-20B/1473 (Validity: 29/08/2018)', '21B-21B/1326 (Validity: 29/08/2018)']"
YASHODEEP MEDICAL & GENERAL STORES - 9823222659,"AMALNER-SHOP NO.8, FINAL PLOT NO.124,LALBAGH SHOPPING CENTER",RH - 3,"pooja gokulchand jain, DPH, [150176-21/06/2016]","['License: ', '20-20/2792 (Validity: 25/11/2018)', '20C-20C/1195 (Validity: 25/11/2018)', '21-21/2792 (Validity: 25/11/2018)']"
YOGESHWAR MEDICAL & GENERAL STORES - 7588007226,"AMALNER-SHOP NO 6, T P No 65/3, PHATAK PLAZA,DHULE ROAD",RH - 3,"narendra shivajirao patil, DPH, [40138-20/05/2013]","['License: ', '20-58048 (Validity: 13/09/2020)', '20C-58050 (Validity: 13/09/2020)', '21-58049 (Validity: 13/09/2020)']"
YOGESWARI MEDICAL & GENERALSTORES - 9405441607,"AMALNER-C.S. NO 38/9 E,PLOT NO 38SHOP NO.3,SANE GURUJI MARG,MHASKAR PLOT",RH - 3,"jaymala jayantrao patil, DPH, [86213-02/11/2010]","['License: ', '20-20/3109 (Validity: 23/06/2018)', '20C-76842 (Validity: 23/06/2018)', '21-21/3109 (Validity: 23/06/2018)']"
